Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,day,month,Total_power_use
2.988,0.114,237.39,13.2,0,0,0,3,9,0
0.966,0.262,238.77,4.2,0,0,0,21,8,0
0.422,0.108,242.14,1.8,0,2,1,3,12,3
0.294,0.098,240.28,1.2,0,2,0,13,2,2
0.234,0.126,241.18,1.0,0,2,0,26,7,2
0.28,0.198,241.06,1.4,0,2,1,16,7,3
2.44,0.276,240.65,10.2,0,0,31,28,6,31
0.394,0.098,244.15,1.6,0,0,1,3,5,1
0.294,0.074,246.46,1.2,0,0,0,29,12,0
0.27,0.102,241.66,1.2,0,0,1,27,8,1
0.218,0.092,244.39,1.0,0,0,1,17,7,1
0.412,0.376,243.83,2.2,0,1,1,20,9,2
0.234,0.106,240.21,1.0,0,0,1,4,6,1
1.694,0.166,239.46,7.0,0,0,18,14,9,18
4.236,0.42,236.23,18.4,12,4,17,11,3,33
4.926,0.572,236.07,21.0,38,1,0,18,3,39
2.18,0.0,242.02,9.0,0,0,19,19,9,19
0.326,0.126,242.4,1.4,0,0,0,8,10,0
1.966,0.216,241.15,8.2,0,1,18,8,1,19
1.934,0.26,241.16,8.0,0,0,12,21,8,12
0.216,0.058,242.41,0.8,0,0,0,11,12,0
0.286,0.0,245.44,1.2,0,0,0,1,3,0
4.082,0.26,239.11,17.0,0,38,0,16,10,38
2.492,0.0,235.59,10.6,0,0,17,21,2,17
0.314,0.22,239.92,1.6,0,0,1,22,7,1
1.448,0.092,242.31,6.0,0,0,18,2,4,18
1.778,0.052,243.84,7.2,0,0,0,16,12,0
0.962,0.434,238.41,4.4,0,1,11,9,8,12
0.5,0.258,244.55,2.4,0,0,0,6,1,0
1.748,0.068,248.38,7.0,0,0,0,28,12,0
1.356,0.142,240.53,5.6,0,1,18,25,9,19
0.354,0.114,241.63,1.6,0,0,0,14,3,0
1.436,0.196,240.08,6.0,0,1,17,11,4,18
0.38,0.22,239.83,1.8,0,0,0,2,7,0
0.55,0.208,242.1,2.4,0,0,0,10,7,0
1.474,0.054,238.25,6.2,0,0,1,18,1,1
0.298,0.23,239.79,1.4,0,2,1,28,6,3
1.478,0.328,241.03,6.2,0,1,18,19,6,19
0.546,0.078,246.43,2.2,0,0,1,10,2,1
0.228,0.0,244.24,1.0,0,0,0,8,1,0
0.242,0.09,238.64,1.2,0,0,1,18,5,1
2.936,0.462,239.12,12.4,0,0,1,15,10,1
0.34,0.098,237.18,1.6,0,0,1,30,9,1
1.328,0.058,236.8,5.6,0,0,17,17,3,17
0.212,0.1,237.34,1.0,0,0,0,4,5,0
1.51,0.078,236.48,6.4,1,0,17,22,1,18
0.134,0.0,240.77,0.6,0,0,1,6,7,1
1.526,0.204,243.65,6.2,0,0,18,14,3,18
0.336,0.058,241.19,1.4,0,0,1,23,2,1
1.186,0.1,232.24,5.0,0,0,16,2,8,16
0.664,0.062,244.29,2.8,0,0,0,5,3,0
0.782,0.078,238.14,3.2,0,0,11,11,9,11
0.942,0.274,238.76,4.0,0,0,12,27,6,12
0.226,0.048,235.53,1.0,0,0,0,23,5,0
0.408,0.2,246.6,1.8,0,0,0,31,1,0
0.246,0.056,244.66,1.0,0,0,0,12,1,0
1.356,0.0,242.04,5.6,0,0,19,22,4,19
0.264,0.158,241.94,1.2,0,0,0,24,5,0
0.478,0.0,238.22,2.0,0,0,0,15,9,0
0.214,0.0,241.44,0.8,0,0,0,25,2,0
0.718,0.158,243.34,3.0,0,6,0,5,7,6
1.104,0.474,240.86,5.0,0,1,12,19,8,13
0.274,0.0,248.22,1.2,0,0,0,6,1,0
1.448,0.3,240.12,6.0,0,1,19,10,8,20
1.346,0.0,241.13,5.6,0,0,18,12,3,18
0.482,0.312,241.09,2.4,0,1,0,8,3,1
1.448,0.202,239.22,6.0,0,0,0,21,4,0
0.214,0.0,242.59,1.0,0,0,0,30,12,0
0.8,0.084,243.05,3.4,1,0,1,11,5,2
4.0,0.098,237.36,17.6,37,0,1,23,10,38
0.604,0.18,237.8,2.8,0,1,0,2,11,1
0.4,0.152,242.93,1.8,0,0,1,29,9,1
0.438,0.234,237.98,2.2,0,0,0,25,8,0
1.382,0.2,239.66,5.8,0,2,18,13,7,20
0.296,0.224,239.14,1.6,0,1,0,9,9,1
2.49,0.192,234.78,10.6,0,0,17,27,4,17
0.162,0.0,240.74,0.6,0,0,0,23,9,0
1.31,0.046,233.13,5.6,0,0,16,11,5,16
1.382,0.0,239.62,5.6,2,0,18,5,5,20
1.564,0.0,239.55,6.4,0,0,19,8,7,19
1.566,0.0,242.86,6.4,0,0,19,30,5,19
0.22,0.0,240.26,0.8,0,0,1,28,10,1
0.438,0.16,240.57,2.2,0,0,1,12,10,1
0.476,0.218,245.53,2.0,0,1,0,13,4,1
2.272,0.188,239.1,9.6,0,1,17,17,2,18
0.168,0.0,239.45,0.8,0,0,0,1,8,0
5.508,0.144,235.43,23.4,36,23,0,23,11,59
1.6,0.08,240.37,6.6,0,0,18,21,10,18
3.312,0.134,240.83,13.6,0,0,18,13,11,18
1.104,0.576,239.3,5.4,1,2,7,4,7,10
0.294,0.048,241.4,1.2,0,0,0,17,10,0
5.302,0.066,236.15,22.4,37,0,17,17,1,54
0.34,0.07,241.76,1.4,0,1,0,22,11,1
1.094,0.114,240.82,4.6,0,0,0,13,12,0
2.324,0.19,236.67,9.8,0,0,28,8,4,28
0.23,0.0,244.02,1.0,0,0,0,27,1,0
0.434,0.1,246.76,2.0,0,0,0,22,1,0
1.604,0.35,240.87,6.8,0,0,18,1,6,18
0.672,0.112,240.95,3.4,0,0,4,4,3,4
4.182,0.418,240.17,17.4,1,38,0,9,12,39
2.134,0.0,244.55,8.6,0,0,19,1,3,19
2.68,0.108,238.42,11.2,0,0,18,17,4,18
0.136,0.0,240.33,0.6,0,1,0,21,8,1
1.31,0.0,239.76,5.4,0,0,18,27,4,18
0.298,0.084,238.08,1.4,0,2,0,7,7,2
0.352,0.124,239.71,1.4,0,0,1,6,5,1
0.884,0.288,244.4,3.8,0,1,1,9,4,2
1.476,0.062,239.66,6.0,0,0,18,3,4,18
1.48,0.074,242.2,6.0,0,0,18,9,1,18
0.392,0.058,236.37,1.6,0,0,0,21,2,0
1.374,0.206,239.53,5.8,0,0,18,27,5,18
0.172,0.056,241.79,0.8,0,0,0,21,9,0
2.114,0.052,243.37,8.6,0,0,18,28,1,18
0.228,0.048,242.4,1.0,0,0,1,13,11,1
0.426,0.072,244.3,1.8,0,0,0,30,9,0
3.154,0.15,237.83,13.6,0,0,18,12,9,18
0.18,0.15,239.81,0.8,0,0,0,30,8,0
0.228,0.05,242.67,1.0,0,0,0,13,11,0
0.806,0.148,243.16,3.4,0,0,13,6,8,13
1.234,0.074,237.77,5.2,0,0,17,7,7,17
1.94,0.12,239.97,8.0,0,0,18,25,3,18
0.42,0.088,243.95,1.8,0,1,0,2,7,1
0.124,0.0,234.78,0.6,0,0,0,24,7,0
3.42,0.09,235.6,14.4,0,0,17,31,12,17
0.248,0.0,246.44,1.0,0,0,0,20,11,0
1.39,0.0,237.31,5.8,0,0,18,6,10,18
1.28,0.0,237.55,5.4,0,1,17,22,9,18
3.012,0.308,235.8,12.8,3,0,17,3,2,20
2.456,0.212,235.02,10.4,1,0,17,12,5,18
0.35,0.12,243.43,1.4,0,0,1,2,5,1
0.296,0.076,241.83,1.2,0,0,0,2,3,0
0.366,0.222,240.52,1.8,0,2,1,8,7,3
1.506,0.08,237.75,6.4,0,0,18,24,4,18
0.326,0.1,243.42,1.4,0,0,0,9,1,0
0.308,0.0,249.05,1.4,0,0,1,6,1,1
1.586,0.196,241.34,6.6,0,0,19,19,1,19
0.714,0.204,241.7,3.4,0,2,7,10,6,9
4.036,0.314,235.13,17.2,0,38,0,23,3,38
0.222,0.07,243.24,1.0,0,1,1,18,9,2
0.634,0.112,241.62,2.8,0,0,0,19,12,0
1.554,0.324,240.14,6.6,0,2,11,4,9,13
4.634,0.214,232.0,20.0,1,34,17,14,5,52
0.156,0.0,241.68,0.6,0,0,0,7,8,0
1.274,0.0,239.17,5.2,1,0,18,27,9,19
1.992,0.0,243.44,8.2,1,0,18,14,1,19
1.354,0.054,242.84,5.6,0,0,18,15,12,18
2.082,0.0,237.99,8.6,1,0,18,16,9,19
0.228,0.104,237.05,1.0,0,0,0,27,7,0
2.136,0.068,239.16,8.8,0,2,18,16,11,20
0.268,0.0,243.95,1.2,0,0,1,2,2,1
1.668,0.326,239.41,7.0,1,0,1,8,4,2
0.216,0.116,240.68,1.0,0,2,0,23,8,2
1.368,0.06,243.24,5.6,0,0,19,1,9,19
1.474,0.23,239.58,6.2,0,2,18,6,7,20
0.296,0.074,244.47,1.2,0,1,0,26,10,1
0.358,0.078,246.16,1.6,0,2,1,5,2,3
0.848,0.13,241.52,3.6,0,0,11,9,7,11
1.904,0.134,243.78,7.8,0,0,0,18,12,0
1.834,0.106,241.33,7.6,1,0,19,3,12,20
2.132,0.146,235.09,9.0,0,0,18,4,5,18
0.946,0.22,240.0,4.0,0,0,12,9,7,12
2.81,0.118,239.21,11.6,0,0,18,5,2,18
2.002,0.156,248.39,8.0,0,0,19,10,2,19
0.5,0.102,245.02,2.2,0,0,0,10,1,0
1.618,0.244,249.03,6.4,0,0,20,30,11,20
0.218,0.0,241.91,0.8,0,0,0,14,4,0
0.35,0.104,245.38,1.4,0,0,1,27,1,1
1.316,0.052,238.19,5.4,0,0,18,10,3,18
0.282,0.176,241.36,1.4,0,1,1,16,5,2
0.728,0.104,238.85,3.0,0,0,0,15,9,0
3.556,0.368,234.16,15.6,0,0,17,31,3,17
0.418,0.308,239.55,2.2,0,1,0,3,7,1
0.604,0.102,244.08,2.4,0,2,0,3,3,2
0.244,0.248,239.23,1.4,0,0,0,8,8,0
0.222,0.0,242.85,1.0,0,0,0,20,11,0
1.36,0.0,243.2,5.6,0,0,18,6,4,18
3.094,0.208,240.33,13.2,0,19,18,10,3,37
1.964,0.202,241.14,8.2,1,1,0,6,4,2
2.476,0.224,240.63,10.2,0,1,0,4,2,1
1.474,0.102,239.96,6.2,0,0,18,8,6,18
0.272,0.192,234.26,1.4,0,1,0,18,7,1
2.08,0.058,240.41,8.6,0,0,17,8,12,17
0.346,0.064,242.35,1.4,0,0,0,2,10,0
0.69,0.076,241.39,2.8,0,0,1,29,4,1
0.358,0.106,246.12,1.4,0,0,0,3,1,0
3.458,0.0,234.57,14.6,37,0,17,17,5,54
0.892,0.0,246.34,3.6,0,0,1,31,1,1
0.164,0.056,243.93,0.8,0,0,0,6,9,0
0.318,0.18,242.66,1.4,0,1,1,15,9,2
0.318,0.134,243.71,1.4,0,0,0,1,3,0
0.286,0.118,239.72,1.2,0,0,1,16,9,1
0.462,0.106,239.89,2.0,0,0,0,30,7,0
0.266,0.194,240.49,1.4,0,1,1,11,7,2
0.846,0.212,241.6,3.6,0,0,12,29,8,12
0.298,0.0,242.49,1.2,0,0,1,16,10,1
0.438,0.248,242.59,2.0,0,0,0,17,3,0
0.37,0.212,241.6,1.8,0,0,0,13,9,0
1.634,0.288,242.01,6.8,0,1,0,16,6,1
0.168,0.0,242.9,0.8,0,0,0,27,9,0
0.45,0.0,247.09,1.8,0,0,1,7,3,1
6.604,0.312,236.26,28.0,47,0,18,19,1,65
1.498,0.232,243.87,6.2,0,0,18,22,1,18
0.158,0.122,240.34,0.8,0,0,1,26,8,1
2.144,0.076,242.12,9.0,0,0,19,7,4,19
0.348,0.108,243.4,1.4,0,0,1,5,11,1
2.542,0.092,239.54,10.6,0,0,18,27,3,18
0.276,0.056,246.23,1.2,0,0,0,21,1,0
3.152,0.336,237.76,13.2,38,0,0,7,7,38
1.442,0.06,244.2,5.8,0,0,0,27,12,0
2.846,0.208,233.09,12.2,0,1,0,3,2,1
1.634,0.114,236.38,6.8,0,0,17,26,5,17
1.054,0.0,238.5,4.4,0,0,1,15,8,1
1.518,0.0,240.68,6.2,0,0,18,15,4,18
0.41,0.216,242.17,1.8,0,2,1,22,4,3
0.22,0.0,243.46,1.0,0,0,0,17,11,0
0.252,0.0,241.94,1.0,0,0,0,18,11,0
2.56,0.382,240.41,11.0,1,29,0,6,7,30
0.654,0.132,243.34,2.8,0,1,0,17,2,1
0.648,0.218,243.42,2.8,0,0,0,31,8,0
0.43,0.0,239.87,2.0,0,0,1,29,9,1
3.256,0.174,238.1,13.6,39,1,0,17,3,40
0.776,0.0,242.9,3.2,0,0,1,26,4,1
0.336,0.0,236.64,1.8,0,0,0,2,5,0
0.23,0.0,244.01,1.0,0,0,0,24,12,0
1.936,0.0,238.37,8.2,0,0,18,5,12,18
0.332,0.27,243.91,1.6,0,2,1,31,7,3
0.304,0.118,247.04,1.2,0,0,0,28,2,0
0.546,0.19,242.69,2.4,0,0,0,30,10,0
0.184,0.08,241.33,0.8,0,1,0,2,7,1
3.998,0.406,246.68,16.8,10,2,19,24,12,31
1.856,0.0,235.15,7.8,0,0,1,29,10,1
0.424,0.064,243.03,1.8,0,0,0,27,1,0
4.008,0.204,242.4,16.4,0,39,18,7,1,57
2.106,0.342,240.48,8.8,0,0,30,7,7,30
1.668,0.282,241.05,7.0,0,0,12,3,12,12
1.66,0.05,243.34,6.8,0,0,18,4,4,18
1.82,0.098,239.87,7.8,0,0,8,9,5,8
0.402,0.098,243.11,1.8,0,0,0,27,3,0
0.274,0.152,240.75,1.2,0,0,1,9,8,1
0.226,0.0,245.45,1.0,0,0,0,18,3,0
3.346,0.16,234.91,15.4,0,0,0,20,11,0
0.322,0.0,243.98,1.2,0,0,1,5,4,1
1.23,0.096,234.98,5.2,0,0,17,7,9,17
2.01,0.162,240.3,8.4,0,2,0,15,12,2
1.91,0.354,237.23,9.0,0,0,0,20,1,0
0.3,0.21,241.76,1.4,0,1,1,30,7,2
0.37,0.366,242.54,2.0,0,1,1,13,7,2
1.994,0.0,235.13,8.4,0,1,17,25,4,18
0.104,0.0,235.79,0.4,0,0,0,11,8,0
0.358,0.146,243.33,1.6,0,1,0,3,11,1
1.664,0.57,239.95,7.2,0,1,10,23,2,11
0.586,0.078,242.78,2.4,0,0,0,18,12,0
1.332,0.0,239.82,5.4,0,0,18,15,1,18
1.512,0.0,238.56,6.2,0,1,18,2,5,19
1.236,0.098,241.64,5.2,0,0,0,18,12,0
0.63,0.246,236.74,3.2,0,1,4,3,5,5
0.448,0.352,241.03,2.4,0,1,1,2,6,2
2.496,0.126,242.61,10.2,0,0,0,18,2,0
0.476,0.084,242.07,2.0,0,0,1,27,3,1
1.322,0.112,242.39,5.4,0,0,19,7,9,19
0.37,0.074,239.82,1.6,0,0,1,1,5,1
0.232,0.11,241.63,1.0,0,2,1,4,8,3
0.13,0.0,241.32,0.6,0,0,0,13,9,0
0.222,0.0,238.9,1.0,0,0,0,15,10,0
3.742,0.102,236.12,15.8,37,0,18,10,9,55
0.342,0.086,243.22,1.6,0,0,0,30,12,0
0.334,0.276,242.56,1.8,0,1,1,28,8,2
2.754,0.0,241.2,11.4,38,0,0,19,2,38
0.156,0.0,241.06,0.6,0,0,0,11,8,0
0.158,0.126,242.8,0.8,0,0,1,20,8,1
0.204,0.1,238.38,1.0,0,0,0,10,9,0
0.9,0.0,241.02,3.8,0,0,0,9,9,0
1.318,0.088,239.35,5.4,0,0,18,28,5,18
0.21,0.118,242.71,1.0,0,1,0,24,6,1
0.29,0.058,241.91,1.2,0,0,0,1,12,0
0.396,0.244,243.94,1.8,0,0,0,27,2,0
1.32,0.048,244.04,5.4,0,0,18,4,2,18
0.22,0.066,240.07,1.0,0,1,1,22,9,2
0.402,0.082,237.19,2.0,0,0,0,2,5,0
0.54,0.348,243.64,2.6,0,2,1,8,10,3
0.222,0.0,238.38,0.8,0,0,1,25,5,1
2.024,0.414,239.69,8.6,0,0,18,23,2,18
0.594,0.046,243.47,2.4,0,0,0,25,3,0
1.528,0.052,238.98,6.4,0,0,0,16,11,0
1.466,0.088,244.91,6.0,0,0,19,13,1,19
0.564,0.0,237.18,2.4,0,1,0,27,5,1
0.434,0.186,239.93,2.0,0,1,0,11,10,1
0.25,0.048,245.67,1.0,0,0,1,20,10,1
0.322,0.224,241.52,1.6,0,2,0,12,8,2
2.058,0.336,237.14,8.8,0,2,17,27,5,19
0.286,0.234,241.08,1.4,0,0,0,20,6,0
1.41,0.0,239.59,5.8,0,0,0,10,10,0
0.438,0.0,245.39,2.2,0,0,0,3,11,0
0.334,0.098,240.62,1.4,0,0,0,14,4,0
0.52,0.334,245.81,2.4,0,1,1,8,4,2
0.33,0.134,245.38,1.4,0,1,1,9,12,2
0.398,0.072,244.41,1.8,0,1,0,17,1,1
1.212,0.102,234.42,5.2,0,0,17,11,8,17
2.14,0.07,240.2,8.8,0,1,18,9,12,19
0.158,0.0,243.61,0.6,0,0,1,3,10,1
1.006,0.316,237.06,4.4,0,0,12,5,8,12
4.684,0.06,244.89,19.2,37,0,19,29,12,56
1.068,0.132,242.21,4.6,0,3,1,22,10,4
1.46,0.05,239.3,6.0,0,0,18,17,1,18
0.104,0.0,242.42,0.4,0,0,0,18,8,0
1.878,0.398,232.29,8.4,0,0,13,6,6,13
1.44,0.09,245.67,5.8,0,0,18,14,1,18
0.236,0.0,233.43,1.0,0,1,0,17,5,1
1.732,0.108,238.88,7.2,0,0,17,25,10,17
3.1,0.078,238.12,13.0,0,0,18,16,10,18
1.73,0.288,244.05,7.2,0,2,18,7,3,20
0.218,0.088,233.68,1.0,0,1,0,8,5,1
1.292,0.0,237.03,5.4,0,0,18,25,8,18
0.172,0.144,237.72,0.8,0,0,1,31,8,1
0.504,0.086,242.8,2.0,0,1,1,28,2,2
0.172,0.0,238.15,1.0,0,0,0,8,7,0
1.432,0.186,232.27,6.2,0,1,17,6,5,18
0.85,0.146,240.66,3.6,0,0,11,30,4,11
0.53,0.152,245.6,2.2,0,0,1,3,4,1
0.318,0.108,242.96,1.4,0,2,1,26,11,3
0.192,0.0,240.62,1.0,0,0,1,21,9,1
0.418,0.218,240.76,1.8,0,1,0,17,10,1
0.154,0.0,240.68,0.8,0,0,0,11,7,0
1.594,0.264,241.28,6.6,0,0,19,20,9,19
0.176,0.154,241.71,0.8,0,0,1,31,8,1
0.446,0.182,240.96,2.0,0,1,1,1,5,2
1.588,0.202,242.21,6.6,0,0,18,19,1,18
1.394,0.046,242.93,5.8,0,0,0,2,12,0
2.436,0.22,237.02,10.2,0,0,29,8,10,29
0.302,0.07,240.98,1.2,0,0,0,14,11,0
1.282,0.076,243.32,5.2,0,0,0,25,1,0
0.476,0.0,240.28,2.0,0,0,0,7,6,0
0.334,0.0,240.72,1.4,0,0,1,5,10,1
0.244,0.246,241.81,1.4,0,1,1,9,8,2
1.688,0.088,240.25,7.0,0,0,19,5,11,19
0.52,0.288,240.78,2.4,1,0,1,12,7,2
0.376,0.0,243.46,1.8,0,0,0,11,2,0
0.314,0.0,242.95,1.4,0,0,1,14,4,1
0.616,0.126,242.37,2.6,0,0,1,20,9,1
0.348,0.092,240.52,1.4,0,1,0,1,7,1
0.248,0.0,243.07,1.0,0,0,1,6,3,1
0.362,0.112,245.72,1.6,0,0,1,30,12,1
0.598,0.066,242.07,2.8,0,0,1,3,6,1
0.286,0.074,244.56,1.2,0,0,0,12,12,0
0.18,0.0,240.89,0.8,0,1,0,4,7,1
0.344,0.0,244.73,1.4,1,0,1,11,4,2
2.046,0.312,241.08,8.6,0,1,1,19,2,2
3.522,0.0,238.01,14.8,2,0,18,21,5,20
1.072,0.366,242.72,4.8,0,1,9,12,4,10
1.332,0.064,237.77,5.6,0,0,17,20,4,17
1.512,0.1,241.75,6.2,0,0,19,15,6,19
0.468,0.312,243.15,2.2,0,1,0,26,10,1
0.378,0.13,245.33,1.6,0,0,0,2,1,0
2.81,0.374,239.15,11.8,0,1,1,18,10,2
2.012,0.0,242.18,8.2,0,0,18,13,3,18
1.732,0.202,238.61,7.2,0,1,18,13,11,19
1.568,0.242,241.24,6.6,0,0,19,26,5,19
0.176,0.158,242.92,0.8,0,0,1,10,8,1
0.648,0.0,238.85,2.6,0,0,0,26,9,0
1.504,0.206,242.82,6.2,0,1,18,28,3,19
0.396,0.162,242.3,1.8,0,2,1,28,4,3
0.136,0.0,239.85,0.6,0,0,0,22,6,0
0.222,0.0,241.86,1.0,0,0,0,5,2,0
0.232,0.054,248.08,1.0,0,0,0,30,12,0
0.152,0.0,240.17,0.6,0,0,1,15,8,1
2.884,0.106,239.72,12.0,0,0,18,11,12,18
0.338,0.11,242.18,1.4,1,1,1,19,9,3
1.594,0.17,240.99,6.6,0,1,19,2,5,20
0.24,0.106,241.93,1.0,0,0,0,19,6,0
1.386,0.0,238.75,5.8,0,0,1,2,10,1
0.404,0.194,240.17,1.8,0,0,1,18,5,1
0.296,0.058,241.86,1.4,0,0,1,13,10,1
2.016,0.334,242.95,8.4,0,0,0,15,1,0
0.162,0.14,240.86,0.8,0,2,0,10,8,2
0.32,0.252,241.89,1.6,0,0,1,28,8,1
1.878,0.058,239.57,7.8,0,0,19,23,9,19
1.05,0.0,241.43,5.0,1,0,1,23,7,2
1.476,0.14,238.89,6.2,0,0,17,15,8,17
1.626,0.178,236.08,7.0,0,1,17,26,10,18
1.862,0.1,239.22,7.8,1,1,17,6,2,19
0.342,0.236,239.82,1.6,0,2,1,14,8,3
2.328,0.26,235.11,11.0,18,16,0,5,5,34
0.314,0.094,243.33,1.2,0,2,0,23,11,2
0.316,0.094,243.03,1.4,0,0,0,24,1,0
2.532,0.106,247.12,10.2,0,0,19,8,2,19
0.64,0.088,243.24,2.6,0,0,1,17,6,1
1.298,0.0,239.04,5.4,0,0,18,21,9,18
1.264,0.098,235.87,5.4,0,0,17,12,7,17
0.554,0.0,244.05,2.6,0,0,0,13,12,0
1.76,0.098,240.64,7.2,0,0,19,6,11,19
0.218,0.0,240.17,1.0,0,0,0,16,10,0
0.252,0.0,241.19,1.0,0,0,0,7,10,0
0.338,0.094,241.59,1.4,0,1,1,13,6,2
1.62,0.07,232.22,7.0,0,0,17,31,8,17
0.284,0.0,235.03,1.4,0,0,0,1,6,0
1.464,0.046,240.74,6.0,0,0,18,8,2,18
0.294,0.078,245.18,1.2,0,0,0,4,9,0
0.292,0.054,236.07,1.2,0,0,0,20,5,0
0.376,0.23,243.93,1.8,0,2,0,26,2,2
1.204,0.0,241.63,5.0,0,0,0,24,8,0
0.376,0.154,239.13,1.6,0,0,1,28,4,1
0.228,0.0,242.86,1.0,0,0,0,5,1,0
2.07,0.114,240.11,8.6,0,0,19,1,9,19
2.434,0.076,243.55,10.0,0,0,18,5,1,18
0.234,0.052,243.01,1.0,0,0,1,18,10,1
0.736,0.214,243.62,3.0,0,0,0,8,6,0
0.396,0.092,242.52,1.6,0,1,0,13,5,1
1.196,0.052,237.24,5.0,0,0,17,8,9,17
1.174,0.098,231.13,5.0,0,0,16,5,8,16
0.362,0.168,240.8,1.6,0,0,0,27,10,0
0.84,0.084,239.45,3.6,0,0,11,3,7,11
0.146,0.0,235.38,0.6,0,0,0,8,8,0
4.064,0.0,241.05,16.8,0,39,18,24,1,57
1.39,0.084,240.1,5.8,0,0,19,15,4,19
0.714,0.086,240.21,3.0,0,0,1,25,5,1
2.428,0.068,238.87,10.0,0,0,0,16,12,0
0.254,0.05,239.7,1.2,0,0,0,3,11,0
0.186,0.108,243.2,0.8,0,0,0,20,6,0
0.332,0.122,239.11,1.4,0,0,1,12,7,1
3.976,0.29,235.61,16.8,0,40,17,8,5,57
1.374,0.152,242.1,5.6,0,0,18,31,5,18
1.408,0.076,235.47,6.0,0,0,17,16,5,17
0.246,0.102,241.79,1.0,0,1,1,25,7,2
0.312,0.24,241.67,1.6,0,0,0,9,8,0
0.236,0.102,244.1,1.0,0,0,0,23,7,0
2.54,0.524,237.58,10.8,1,1,18,17,5,20
1.76,0.468,238.29,7.6,0,1,0,4,7,1
0.252,0.116,241.77,1.2,0,1,1,24,9,2
2.902,0.0,241.06,12.0,0,0,18,2,2,18
0.302,0.0,245.09,1.2,0,0,1,19,4,1
0.268,0.0,245.99,1.2,0,0,0,16,2,0
4.578,0.246,237.56,19.4,45,1,17,24,1,63
5.634,0.236,236.32,23.8,0,36,17,2,1,53
0.294,0.094,241.08,1.2,0,0,0,24,2,0
0.304,0.0,243.46,1.4,0,0,1,1,5,1
1.77,0.172,239.78,7.4,0,1,18,22,10,19
0.32,0.108,243.65,1.4,0,0,0,13,3,0
0.292,0.084,241.91,1.4,0,0,1,14,9,1
1.612,0.102,238.72,6.8,0,1,18,28,6,19
2.562,0.25,241.12,10.6,0,2,0,31,3,2
0.27,0.126,242.62,1.2,0,0,1,8,8,1
0.23,0.0,244.04,0.8,0,0,0,30,10,0
2.702,0.076,238.65,11.2,0,0,17,6,2,17
1.122,0.15,243.29,4.6,0,1,1,28,9,2
0.204,0.046,243.69,0.8,0,0,0,18,2,0
0.36,0.096,247.33,1.4,0,1,1,17,10,2
1.564,0.278,242.42,6.4,1,0,18,20,1,19
0.272,0.0,242.82,1.2,0,0,0,19,12,0
1.432,0.108,243.04,5.8,0,0,18,1,5,18
1.414,0.154,244.13,5.8,0,0,19,21,12,19
1.154,0.0,233.85,4.8,0,0,17,24,7,17
1.334,0.072,238.6,5.6,0,1,17,21,3,18
1.392,0.096,240.93,5.8,0,3,18,31,7,21
0.118,0.0,234.2,0.6,0,0,0,9,8,0
1.416,0.08,239.88,5.8,0,0,20,18,4,20
0.234,0.122,238.22,1.0,0,0,1,3,8,1
0.292,0.0,243.5,1.2,0,0,0,21,3,0
0.92,0.222,240.49,4.6,0,0,9,2,6,9
0.16,0.0,240.79,0.6,0,0,1,11,8,1
2.746,0.0,235.72,11.6,0,0,0,21,1,0
0.436,0.242,242.54,2.0,0,0,1,23,5,1
0.874,0.192,244.64,3.8,0,0,12,13,10,12
0.404,0.236,242.99,1.8,0,1,0,25,2,1
0.38,0.198,237.7,1.8,0,1,0,1,6,1
0.352,0.208,241.25,1.6,0,1,0,9,6,1
0.128,0.0,239.88,0.6,0,0,1,24,7,1
1.356,0.0,244.57,5.4,0,0,19,8,12,19
0.364,0.128,237.93,1.6,0,0,0,26,3,0
0.32,0.148,245.1,1.4,0,0,0,16,1,0
0.428,0.0,246.89,1.6,0,0,1,3,11,1
0.292,0.19,233.02,1.4,0,2,0,24,4,2
0.732,0.0,246.87,3.0,0,0,0,14,12,0
2.65,0.0,246.66,10.6,0,0,19,27,12,19
0.22,0.0,240.06,0.8,0,0,0,28,2,0
2.062,0.0,240.37,8.6,0,0,1,21,11,1
1.242,0.102,240.41,5.2,0,0,1,17,11,1
0.298,0.084,242.77,1.2,0,1,1,5,4,2
0.358,0.112,241.98,1.4,0,0,1,4,11,1
0.38,0.12,241.8,1.6,0,1,0,18,6,1
0.08,0.0,240.64,0.2,0,0,0,29,8,0
0.488,0.324,242.29,2.4,0,2,0,28,4,2
0.354,0.2,240.14,1.6,0,0,1,25,8,1
0.796,0.0,246.12,3.2,0,0,1,20,4,1
2.472,0.226,241.43,10.2,0,1,0,20,1,1
0.218,0.0,240.71,1.0,0,0,1,3,9,1
2.582,0.0,238.68,10.8,0,0,18,26,10,18
0.56,0.086,241.53,2.4,0,0,1,13,7,1
0.178,0.046,236.58,0.8,0,0,0,6,6,0
0.328,0.194,234.88,1.6,0,1,0,2,5,1
0.138,0.0,242.2,0.6,0,0,1,23,6,1
0.134,0.0,242.9,0.6,0,0,0,8,7,0
2.0,0.142,238.81,8.4,0,2,18,19,1,20
0.382,0.048,242.34,1.6,0,0,0,22,3,0
1.934,0.178,240.83,8.0,1,1,18,14,5,20
1.386,0.106,241.95,5.6,0,0,0,1,1,0
3.016,0.424,240.3,13.6,39,1,4,29,8,44
1.62,0.096,239.4,6.8,0,0,18,21,12,18
